Sex,Age interval,Education level,Access to phone,What is environment?,How should the environment be for us to be in good health?,Have you already heard about climate change?,What is climate change?,Main heating gaz you know?,What produces heating gaz?,What are the consequencies of climate change?,What can we do to adapt to climate change?,Have you heard about environment club?,Why does one create environment clubs?,What are mangroves?,Do you know the laws about mangroves?,What text of law about the environment do you know?,Do you know what the laws say about mangroves protection?,What does the law about the environment and mangrove protection say?,What is the importance of the mangroves?,Are mangroves in danger?,Why do you believe the mangroves are in danger?,Do you know what can be done to protect the mangroves?,What can be done to protect the mangroves according to you?,What is the importance of trees according to you?,Do you have skills in tree nursery?,Are you willing to be trained mangroves nursery?,Are you ready to be part of an environment club?,Are you willing to sensitize your parents on how to protect the environment?,What would you do with a plastic water bag or bottle after drinking it if there is no trash bin nearby?,What would you do with a plastic water bag or bottle after drinking it in a car?,What would you do if one of your parents decided to cut down a tree that provides a lot of fruit or that is on a slope?
Female,Less than 12,Primary school,No,Don't know,Don't know,,Don't know,,,,,Yes,,Don't know,,,,,,,,,,Protect soil agains erosion Facilitate water filtration to the ground,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,Less than 12,Primary school,No,Spaces where people live,The environment must be clean,,,,,,,Yes,,A tree that produces mangoes,Yes,Other,Yes,Other,Other,No,,No,Other,Protect soil agains erosion Provide oxygen,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,Less than 12,Primary school,No,Spaces where people live,The environment must be clean,,,,,,,Yes,Don't know,Don't know,,,,,,,,,,Don't know,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,Less than 12,Primary school,Yes,Spaces where people live,The environment must be clean,,,,,,,Yes,,A tree that produces mangoes,No,,,,,,,,,Protect soil agains erosion Provide food for human and animals,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,From 12 to 15,Primary school,No,Don't know,Don't know,,,,,,,Yes,,Don't know,,,,,,,,,,Don't know,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Male,Less than 12,Primary school,No,Don't know,The environment must be clean,,Don't know,,,,,No,Other,A tree that produces mangoes,Yes,Other,No,Other,Other,No,,No,,Provide food for human and animals,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,From 15 to 20,Secondary school,No,Spaces where people live,The environment must be clean,,,,,,,Yes,,Don't know,,,,,,,,,,Provide oxygen,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,From 12 to 15,Secondary school,No,Don't know,The environment must be clean,,,,,,,No,Other,Don't know,,,,,,,,,,Natural medicines,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,From 12 to 15,Secondary school,No,Spaces where people live,The environment must be clean,,,,,,,No,Other,Don't know,,,,,,,,,,Provide oxygen,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen,Throw it bellow the car,Other
Female,From 12 to 15,Primary school,No,Spaces where people live,The environment must be clean,,,,,,,Yes,,Don't know,,,,,,,,,,Facilitate water filtration to the ground Provide food for human and animals,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my pocket or my bag and throw it in a trash bin on the road,Other
Male,From 15 to 20,Primary school,Yes,Spaces where people live,"The environment must be clean We must not throw garbages in the mangroves, in the streets, in the rivers and at the sea",,,,,,,Yes,,Don't know,,,,,,,,,,Provide oxygen Facilitate water filtration to the ground,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my pocket or my bag and throw it in a trash bin on the road,Other
Female,From 12 to 15,Primary school,Yes,Spaces where people live,"The environment must be clean We must plant trees, mostly in the mountains Other",,,,,,,No,To carry out training about environment,Don't know,,,,,,,,,,Provide oxygen,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Male,From 12 to 15,Primary school,Yes,Spaces where people live Schools and classooms,"The environment must be clean We must not throw garbages in the mangroves, in the streets, in the rivers and at the sea",,,,,,,No,To relax in the afternoon,Don't know,,,,,,,,,,Wind breaker Controle the earth temperature,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,From 12 to 15,Primary school,Yes,Spaces where people live Schools and classooms,"We must not throw garbages in the mangroves, in the streets, in the rivers and at the sea",,,,,,,Yes,,Don't know,,,,,,,,,,Provide oxygen,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,From 12 to 15,Primary school,Yes,Spaces where people live,The environment must be clean,,,,,,,No,Other,Don't know,,,,,,,,,,Protect soil agains erosion Provide food for human and animals,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Male,From 12 to 15,Primary school,Yes,Spaces where people live,The environment must be clean,,,,,,,Yes,,Don't know,,,,,,,,,,Provide food for human and animals Provide oxygen,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,From 12 to 15,Primary school,No,Spaces where people live,The environment must be clean,,,,,,,Yes,,Don't know,,,,,,,,,,Provide oxygen Wind breaker,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,From 12 to 15,Primary school,No,Spaces where people live,The environment must be clean,,,,,,,No,Other,Don't know,,,,,,,,,,Provide food for human and animals Other,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,From 15 to 20,Primary school,No,Don't know,The environment must be clean,,Don't know,,,,,No,Other,Don't know,,,,,,,,,,Don't know,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Male,From 15 to 20,Primary school,No,Spaces where people live,The environment must be clean Other,,,,,,,No,To carry out training about environment,Don't know,,,,,,,,,,Protection against flooding Provide oxygen Protect soil agains erosion,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Male,From 12 to 15,Primary school,No,Spaces where people live,"The environment must be clean We must not throw garbages in the mangroves, in the streets, in the rivers and at the sea",,,,,,,Yes,,Don't know,,,,,,,,,,Provide oxygen Protect soil agains erosion,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Male,From 15 to 20,Primary school,Yes,Spaces where people live Spaces where there are trees,The environment must be clean Other,,Increase in the temperature of the atmosphere due to the emission of heating gases from human activities,Other,Don't know,Increase in the earth temperature,Other,Yes,,Don't know,,,,,,,,,,Provide oxygen Protect soil agains erosion,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Male,From 12 to 15,Primary school,No,Don't know,The environment must be clean,,,,,,,Yes,,A tree that grows in forest by the sea,No,,,,Growing environment for crustaceans,No,,,,Other,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,Less than 12,Primary school,No,Spaces where there are trees,The environment must be clean,,,,,,,No,To plant trees,Don't know,,,,,,,,,,Provide food for human and animals Protect soil agains erosion Other,No,Yes,Yes,Yes,Throw it at the roadside,Put it in my bag and put it in a trash bin at home,Other
Male,From 12 to 15,Primary school,No,Spaces where people live,The environment must be clean,,,,,,,Yes,,A tree that grows in forest by the sea,Yes,Other,Yes,Don't cut them,Growing environment for crustaceans,Yes,Other,No,,Protect soil agains erosion Provide oxygen,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Male,From 15 to 20,Primary school,No,Spaces where people live Spaces where there are trees,"The environment must be clean We must not throw garbages in the mangroves, in the streets, in the rivers and at the sea",,Other,Other,Other,It causes flooding,Plant trees to stock the excess of CO2,No,To carry out environmental sensitization activities,Don't know,,,,,,,,,,Protect soil agains erosion Controle the earth temperature,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,From 15 to 20,Primary school,No,Spaces where people live,Don't know,,,,,,,No,Other,Don't know,,,,,,,,,,Other Provide food for human and animals,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,From 12 to 15,Primary school,No,Spaces where people live,"The environment must be clean We must plant trees, mostly in the mountains",,Other,Don't know,,Don't know,Don't know,No,To carry out training about environment To plant trees,Don't know,,,,,,,,,,Provide oxygen Provide food for human and animals,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,From 12 to 15,Primary school,No,Spaces where people live,The environment must be clean Other,,,,,,,Yes,,Don't know,,,,,,,,,,Protect soil agains erosion Provide food for human and animals,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,Less than 12,Primary school,No,Spaces where there are trees,Other,,,,,,,Yes,,Don't know,,,,,,,,,,Provide food for human and animals Protection against flooding,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,From 12 to 15,Primary school,No,Spaces where people live,The environment must be clean,,,,,,,No,To carry out training about environment,Don't know,,,,,,,,,,Provide food for human and animals Other,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Male,From 15 to 20,Primary school,No,Spaces where people live Spaces where there are trees,The environment must be clean Other,,Don't know,Other,Other,Other,Plant trees to stock the excess of CO2,No,To plant trees,A tree that grows in forest by the sea,No,,,,Growing environment for crustaceans,Yes,Community over-exploitation of mangroves,Yes,Other,Protect soil agains erosion Other,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my pocket or my bag and throw it in a trash bin on the road,Other
Male,From 15 to 20,Primary school,No,Spaces where people live,Other,,,,,,,Yes,,Don't know,No,,,,,,,,,Protect soil agains erosion Wind breaker,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,From 12 to 15,Primary school,No,Spaces where people live,The environment must be clean,,Increase in the temperature of the atmosphere due to the emission of heating gases from human activities,CO2,Don't know,Other,Plant trees to stock the excess of CO2,Yes,,Don't know,,,,,,,,,,Provide oxygen Other,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Male,From 15 to 20,Primary school,Yes,Spaces where people live,The environment must be clean,,,,,,,Yes,,Don't know,,,,,,,,,,Provide oxygen Provide food for human and animals,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Male,From 12 to 15,Primary school,No,Spaces where people live,The environment must be clean,,,,,,,Yes,,A tree that grows in forest by the sea,No,,,,Other,Yes,Community over-exploitation of mangroves,Yes,Other,Provide food for human and animals Provide oxygen Other,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,From 12 to 15,Primary school,No,Spaces where people live,"The environment must be clean We must plant trees, mostly in the mountains",,,,,,,No,To plant trees,A tree that produces mangoes,No,,,,,,,,,Protect soil agains erosion Other,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Female,From 15 to 20,Secondary school,Yes,Spaces where people live,The environment must be clean,Yes,Other,Don't know,Other,Other,Plant trees to stock the excess of CO2 Other,No,To carry out environmental sensitization activities,Don't know,,,,,,,,,,Provide oxygen Other,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Male,From 15 to 20,Secondary school,No,Spaces where people live,The environment must be clean,Yes,Increase in the temperature of the atmosphere due to the emission of heating gases from human activities,Don't know,Don't know,Don't know,Other,Yes,,Don't know,,,,,,,,,,Provide food for human and animals Provide oxygen Other,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen,Put it in my bag and put it in a trash bin at home Put it in my pocket or my bag and throw it in a trash bin on the road Other,Other
Female,From 15 to 20,Secondary school,No,Spaces where people live,The environment must be clean,No,,,,,,No,To carry out training about environment Other,Don't know,,,,,,,,,,Provide oxygen Other,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen Other,Other,Other
Male,From 15 to 20,Secondary school,Yes,Spaces where people live,The environment must be clean Other,Yes,Other,Don't know,Other,Other,Don't know,Yes,,Don't know,No,,,,,,,,,Facilitate water filtration to the ground Natural medicines Provide oxygen Wind breaker,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen Other,Throw it bellow the car,Other
Female,From 15 to 20,Secondary school,Yes,Other,The environment must be clean,Yes,Other,Don't know,Don't know,Don't know,Don't know,Yes,,Don't know,,,,,,,,,,Provide oxygen Other,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen,Put it in my pocket or my bag and throw it in a trash bin on the road,Other
Male,From 15 to 20,Secondary school,Yes,Spaces where people live,The environment must be clean,Yes,Increase in the temperature of the atmosphere due to the emission of heating gases from human activities,Don't know,Don't know,Don't know,Other,Yes,,Don't know,,,,,,,,,,Provide oxygen,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen,Put it in my pocket or my bag and throw it in a trash bin on the road,Other
Female,From 15 to 20,Secondary school,Yes,Spaces where people live,"The environment must be clean We must not throw garbages in the mangroves, in the streets, in the rivers and at the sea",Yes,Other,CO2 Oxygen,Don't know,Don't know,Other,Yes,,Don't know,,,,,,,,,,Provide food for human and animals,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen,Put it in my bag and put it in a trash bin at home,Other
Female,From 15 to 20,Secondary school,Yes,Spaces where there are trees,The environment must be clean WE must protect the trees,Yes,When the crops give nothing to harvest,CO2,Deforestation,Don't know,Plant trees to stock the excess of CO2,Yes,,Don't know,,,,,,,,,,Provide oxygen,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Male,From 15 to 20,Secondary school,Yes,Spaces where people live,"The environment must be clean We must not throw garbages in the mangroves, in the streets, in the rivers and at the sea",Yes,Don't know,,,,,No,Other,Don't know,,,,,,,,,,Facilitate water filtration to the ground,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home,Other
Male,From 15 to 20,Secondary school,Yes,Spaces where people live,"We must not throw garbages in the mangroves, in the streets, in the rivers and at the sea WE must protect the trees",Yes,Increase in the temperature of the atmosphere due to the emission of heating gases from human activities,CO2,Other,Other,Reduce the amount of CO2 we are emitting into the atmosphere,No,To carry out environmental sensitization activities,Don't know,,,,,,,,,,Protect soil agains erosion,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my pocket or my bag and throw it in a trash bin on the road,Explain him/her the importance of the tree
Male,From 15 to 20,Secondary school,Yes,Spaces where people live Other,The environment must be clean Other,Yes,Other,Don't know,Other,Increase in the earth temperature Other,Don't know,Yes,,A tree that grows in forest by the sea,No,,,,,Yes,Urbanization of mangrove areas Other,No,,Provide oxygen,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen Other,Put it in my bag and put it in a trash bin at home Put it in my pocket or my bag and throw it in a trash bin on the road Other,Other
Male,From 15 to 20,Secondary school,No,Spaces where people live,The environment must be clean,Yes,Other,Don't know,Don't know,It occasions diseases for human being and animals Other,Plant trees to stock the excess of CO2 Other,No,To carry out environmental sensitization activities Other,A tree that produces mangoes,,,,,,,,,,Protect soil agains erosion Facilitate water filtration to the ground Provide oxygen,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen,Put it in my bag and put it in a trash bin at home,Explain him/her the importance of the tree Other
Male,From 15 to 20,Secondary school,No,Spaces where people live,"The environment must be clean WE must protect the trees We must plant trees, mostly in the mountains",Yes,Don't know,,,,,Yes,Don't know,Don't know,,,,,,,,,,Facilitate water filtration to the ground Provide food for human and animals Provide oxygen Other,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen,Put it in my bag and put it in a trash bin at home Put it in my pocket or my bag and throw it in a trash bin on the road,Explain him/her the importance of the tree Other
Female,From 15 to 20,Secondary school,No,Spaces where there are trees Spaces where people live,"The environment must be clean WE must protect the trees We must plant trees, mostly in the mountains We must not throw garbages in the mangroves, in the streets, in the rivers and at the sea",No,,,,,,Yes,,Don't know,,,,,,,,,,Provide oxygen,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen,Put it in my bag and put it in a trash bin at home Other,Other
Male,From 15 to 20,Secondary school,Yes,Spaces where there are trees Spaces where people live Schools and classooms,The environment must be clean Other,No,,,,,,Yes,,A tree that grows in forest by the sea,No,,No,,,,,,,Protect soil agains erosion Provide oxygen Other,Yes,Yes,Yes,Yes,Throw it at the roadside Other,Put it in my bag and put it in a trash bin at home Put it in my pocket or my bag and throw it in a trash bin on the road,Explain him/her the importance of the tree Other
Male,From 15 to 20,Secondary school,Yes,Spaces where there are trees Spaces where people live,"We must plant trees, mostly in the mountains We must not throw garbages in the mangroves, in the streets, in the rivers and at the sea Other",,Increase in the temperature of the atmosphere due to the emission of heating gases from human activities,Oxygen Other,Vehicles that run with fossil energies,Increase in the earth temperature,Plant trees to stock the excess of CO2,No,To carry out environmental sensitization activities To carry out training about environment,A tree that produces mangoes,No,,,,Other,No,Community over-exploitation of mangroves,Yes,Educate and sensitize the population on how to exploit mangroves Other,Provide oxygen Protect soil agains erosion Facilitate water filtration to the ground,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen,Put it in my bag and put it in a trash bin at home Put it in my pocket or my bag and throw it in a trash bin on the road,Explain him/her the importance of the tree
Female,From 15 to 20,Secondary school,Yes,Spaces where there are trees Spaces where people live,WE must protect the trees The environment must be clean,,Increase in the temperature of the atmosphere due to the emission of heating gases from human activities,Don't know,Don't know,It occasions diseases for human being and animals Increase in the earth temperature,Plant trees to stock the excess of CO2 Other,Yes,Don't know,A tree that grows in forest by the sea,No,,,,Growing environment for crustaceans Protect the reefs,No,,,,Provide oxygen Facilitate water filtration to the ground,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen,Put it in my bag and put it in a trash bin at home,Explain him/her the importance of the tree Other
Female,From 15 to 20,Secondary school,Yes,Spaces where there are trees Spaces where people live Spaces where live the animals,"The environment must be clean We must not throw garbages in the mangroves, in the streets, in the rivers and at the sea",,Increase in the temperature of the atmosphere due to the emission of heating gases from human activities,CO2 Oxygen,Other,Don't know,Don't know,No,To carry out environmental sensitization activities To carry out training about environment,A tree that grows in forest by the sea,Yes,Mangroves Decree (2013) Don't know,Yes,Don't cut them,Protect the reefs Growing environment for crustaceans,Yes,Community over-exploitation of mangroves Mangroves become a dumping ground for garbage,Yes,Other,Protect soil agains erosion Facilitate water filtration to the ground Provide oxygen,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Throw it on the ground,Explain him/her the importance of the tree
Female,From 12 to 15,Secondary school,No,Spaces where there are trees Spaces where live the animals Spaces where people live,WE must protect the trees The environment must be clean,,Increase in the temperature of the atmosphere due to the emission of heating gases from human activities When the crops give nothing to harvest,Don't know,Deforestation,Increase in the earth temperature It causes drought It occasions diseases for human being and animals,Plant trees to stock the excess of CO2,No,To carry out environmental sensitization activities,A tree that grows in forest by the sea,Yes,Don't know,Yes,Don't know Don't cut them,Other,Yes,Other,No,Other,Other,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen,Put it in my bag and put it in a trash bin at home,Explain him/her the importance of the tree
Female,Greater than 20,Secondary school,Yes,Spaces where people live,"The environment must be clean We must not throw garbages in the mangroves, in the streets, in the rivers and at the sea",,,,,,,Yes,,A tree that grows in forest by the sea,No,,,,Other,No,,,,Provide oxygen Controle the earth temperature,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home Put it in my pocket or my bag and throw it in a trash bin on the road,Other Explain him/her the importance of the tree
Female,From 15 to 20,Secondary school,Yes,Spaces where people live,The environment must be clean,,,,,,,Yes,,A tree that grows in forest by the sea,Yes,Don't know,Yes,Don't cut them,,No,,Yes,Plant more mangroves,Natural medicines Provide oxygen,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen,Put it in my bag and put it in a trash bin at home,Explain him/her the importance of the tree
Female,From 12 to 15,Secondary school,No,Spaces where people live,The environment must be clean,,,,,,,Yes,,A tree that grows in forest by the sea,No,,,,Other,No,,No,,Controle the earth temperature,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Throw it bellow the car,Explain him/her the importance of the tree
Female,From 15 to 20,Secondary school,,Spaces where people live,"The environment must be clean We must not throw garbages in the mangroves, in the streets, in the rivers and at the sea WE must protect the trees",,Other,Other,The industries Other,It occasions diseases for human being and animals Other,Don't know,No,To plant trees,A tree that grows in forest by the sea,No,,,,Prevent flooding Growing environment for crustaceans Birds habitat,No,,No,,Provide oxygen Controle the earth temperature Protect soil agains erosion,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen,Put it in my bag and put it in a trash bin at home,Explain him/her the importance of the tree
Female,From 15 to 20,Secondary school,Yes,Spaces where people live,"The environment must be clean We must not throw garbages in the mangroves, in the streets, in the rivers and at the sea",,Increase in the temperature of the atmosphere due to the emission of heating gases from human activities,Don't know,Don't know,Don't know,Plant trees to stock the excess of CO2,No,To carry out environmental sensitization activities To carry out training about environment,A tree that produces mangoes,No,,,,Other,No,,No,,Controle the earth temperature Provide oxygen,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen,Put it in my bag and put it in a trash bin at home,Other
Male,From 15 to 20,Secondary school,Yes,Spaces where people live,"The environment must be clean We must not throw garbages in the mangroves, in the streets, in the rivers and at the sea",,Increase in the temperature of the atmosphere due to the emission of heating gases from human activities,Don't know,Don't know,Increase in the earth temperature There are more hurricane and they become more violent,Plant trees to stock the excess of CO2,Yes,Don't know,A tree that grows in forest by the sea,Yes,Don't know,Yes,Don't cut them,Protect the reefs Growing environment for crustaceans,Yes,Community over-exploitation of mangroves Urbanization of mangrove areas,Yes,Plant more mangroves,Wind breaker Other,Yes,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen,Put it in my bag and put it in a trash bin at home,Other
Male,Greater than 20,Secondary school,Yes,Spaces where people live,The environment must be clean,,Don't know,,,,,Yes,,A tree that grows in forest by the sea,No,,,,Protect the reefs,Yes,Community over-exploitation of mangroves,Yes,Organize a management committee,Facilitate water filtration to the ground Wind breaker,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my bag and put it in a trash bin at home Put it in my pocket or my bag and throw it in a trash bin on the road,Other
Female,From 15 to 20,Secondary school,No,Spaces where people live,"The environment must be clean WE must protect the trees We must not throw garbages in the mangroves, in the streets, in the rivers and at the sea",,Increase in the temperature of the atmosphere due to the emission of heating gases from human activities,Don't know,,Don't know,Plant trees to stock the excess of CO2 Other,Yes,,Don't know,,,,,,,,,,Controle the earth temperature Provide oxygen,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen,Put it in my pocket or my bag and throw it in a trash bin on the road Put it in my bag and put it in a trash bin at home,Explain him/her the importance of the tree
Female,From 15 to 20,Secondary school,Yes,Spaces where people live,"The environment must be clean We must not throw garbages in the mangroves, in the streets, in the rivers and at the sea",,Don't know,,,,,Yes,Don't know,A tree that grows in forest by the sea,Yes,Don't know,Yes,Don't cut them,Growing environment for crustaceans Protect the reefs,No,,,,Provide oxygen Protection against flooding,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen Put it in my pocket or bag to throw it later in a trash bin lem rive lakay,Put it in my pocket or my bag and throw it in a trash bin on the road Put it in my bag and put it in a trash bin at home,Explain him/her the importance of the tree
Female,From 15 to 20,Secondary school,Yes,Don't know,The environment must be clean,,,,,,,Yes,Don't know,A tree that grows in forest by the sea,No,,,,Protect the reefs Growing environment for crustaceans,No,,,,Controle the earth temperature Wind breaker,No,Yes,Yes,Yes,Put it in my pocket or bag to throw it later in a trash bin lem rive lakay Put it in my pocket or bag to throw it later poubel si m jwenn wout sou wout mwen,Put it in my pocket or my bag and throw it in a trash bin on the road Put it in my bag and put it in a trash bin at home,Explain him/her the importance of the tree Other
